Institute,Academic Program Name,Quota,Seat Type,Gender,Opening_R1,Closing_R1
"Seshadripuram Institute of Technology - Jaipura Hobli, Mysuru","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,105585,105585
"Seshadripuram Institute of Technology - Jaipura Hobli, Mysuru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,80032,80032
"Seshadripuram Institute of Technology - Jaipura Hobli, Mysuru","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,79498,79498
"Shetty Institute of Technology - Gulbarga Shahabad Road, Kalaburagi","Civil Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,8078,8078
"Shetty Institute of Technology - Gulbarga Shahabad Road, Kalaburagi","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,44706,44706
"Shree Devi Institute of Technology-Kenjar, Mangaluru","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,75557,75557
"Shree Devi Institute of Technology-Kenjar, Mangaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,87327,87327
"Shree Devi Institute of Technology-Kenjar, Mangaluru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,81412,81412
"Shri Madhwa Vadiraja Institute of Technology and Management-Bantakal, Udupi","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,62552,62552
"Shri Madhwa Vadiraja Institute of Technology and Management-Bantakal, Udupi","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,68554,68554
"Shri Madhwa Vadiraja Institute of Technology and Management-Bantakal, Udupi","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,101913,101913
"Shri Madhwa Vadiraja Institute of Technology and Management-Bantakal, Udupi","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,94586,94586
"Shridevi Institute of Engineering and Technology-Sira Road, Tumakuru","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,95597,95597
"Shridevi Institute of Engineering and Technology-Sira Road, Tumakuru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,109969,109969
"Shridevi Institute of Engineering and Technology-Sira Road, Tumakuru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110829,110829
"Shridevi Institute of Engineering and Technology-Sira Road, Tumakuru","Cyber Security (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,104762,104762
"Shridevi Institute of Engineering and Technology-Sira Road, Tumakuru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,73527,73527
"Siddaganga Institute of Technology-B H Road, Tumakuru","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,20614,20614
"Siddaganga Institute of Technology-B H Road, Tumakuru","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,26286,26286
"Siddaganga Institute of Technology-B H Road, Tumakuru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,19691,19691
"Siddaganga Institute of Technology-B H Road, Tumakuru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,32955,32955
"Siddaganga Institute of Technology-B H Road, Tumakuru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,20772,20772
"Siddaganga Institute of Technology-B H Road, Tumakuru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,27910,27910
"Siddaganga Institute of Technology-B H Road, Tumakuru","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,54573,54573
"Siddaganga Institute of Technology-B H Road, Tumakuru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,15210,15210
"Siddaganga Institute of Technology-B H Road, Tumakuru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,39033,39033
"Siddaganga Institute of Technology-B H Road, Tumakuru","Electronics & Communica- tion Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,35776,35776
"Siddaganga Institute of Technology-B H Road, Tumakuru","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,21476,21476
"Siddaganga Institute of Technology-B H Road, Tumakuru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,49202,49202
"Siddaganga Institute of Technology-B H Road, Tumakuru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,47005,47005
"Siddaganga Institute of Technology-B H Road, Tumakuru","Electronics & Instrumentation Engineering (Inst. Technology) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,82084,82084
"Siddaganga Institute of Technology-B H Road, Tumakuru","Electronics & Telecommunicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,60147,60147
"Siddaganga Institute of Technology-B H Road, Tumakuru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,27637,27637
"Siddaganga Institute of Technology-B H Road, Tumakuru","Information Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,41547,41547
"Sir M V School Of Architecture-Yelahanka, Bengaluru","Bachelor of Design (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,103694,103694
"Sir M V School Of Architecture-Yelahanka, Bengaluru","Bachelor of Design (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,103694,103694
"Sir M V School Of Architecture-Yelahanka, Bengaluru","Bachelor of Urban & Regional Planning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,97535,97535
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,41674,41674
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,63803,63803
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Bio technology (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,46769,46769
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Bio- technology (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,107254,107254
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Bio- technology (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,44223,44223
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Biotechnology (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,44411,44411
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Civil Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110094,110094
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Civil Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,77464,77464
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,36563,36563
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,63836,63836
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,37806,37806
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,66538,66538
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,47216,47216
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,89775,89775
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,96996,96996
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,106062,106062
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,21087,21087
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,81180,81180
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Electronics & Communica- tion Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,74763,74763
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,34643,34643
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,69137,69137
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,100867,100867
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Electronics & Computer Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,102189,102189
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Electronics & Computer Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,75283,75283
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Electronics & Tele comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,29412,29412
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Electronics & Telecomm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,25400,25400
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Electronics & Telecomm- unication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,101006,101006
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Electronics & Telecommu- nication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,78423,78423
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Electronics & Telecommunicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,29786,29786
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Electronics & Telecommunicati on Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,85096,85096
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,53985,53985
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,72787,72787
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,106568,106568
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Robotics & Artificial Intelligence (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,73039,73039
"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru","Robotics & Artificial Intelligence (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,81180,81180
"Smt. Kamala and Sri Venkappa M. Agadi College of Engineering and Technology- Laxmeswar, Gadag","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,91192,91192
"Smt. Kamala and Sri Venkappa M. Agadi College of Engineering and Technology- Laxmeswar, Gadag","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,85586,85586
"Smt. Kamala and Sri Venkappa M. Agadi College of Engineering and Technology- Laxmeswar, Gadag","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,96610,96610
"Smt. Kamala and Sri Venkappa M. Agadi College of Engineering and Technology- Laxmeswar, Gadag","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,23217,23217
"Smt. Kamala and Sri Venkappa M. Agadi College of Engineering and Technology-Laxmeswar, Gadag","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,96208,96208
"Smt. Kamala and Sri Venkappa M. Agadi College of Engineering and Technology-Laxmeswar, Gadag","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,92571,92571
"Sri Jayachamarajendra College of Engineering constituent college of JSS Science and Technology University- Manasagangothri, Mysuru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,5158,5158
"Sri Jayachamarajendra College of Engineering constituent college of JSS Science and Technology University- Manasagangothri, Mysuru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,12883,12883
"Sri Jayachamarajendra College of Engineering constituent college of JSS Science and Technology University-Manasagangothri, Mysuru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,7156,7156
"Sri Jayachamarajendra College of Engineering constituent college of JSS Science and Technology University-Manasagangothri, Mysuru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,15540,15540
"Sri Krishna Institute of Technology-Chikkabanavara, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,100975,100975
"Sri Krishna Institute of Technology-Chikkabanavara, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110595,110595
"Sri Krishna Institute of Technology-Chikkabanavara, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,55003,55003
"Sri Krishna Institute of Technology-Chikkabanavara, Bengaluru","Electronics Engineering (VLSI Design & Technology) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,38011,38011
"Sri Sairam College of Engineering-Anekal, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,100054,100054
"Sri Sairam College of Engineering-Anekal, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,110453,110453
"Sri Sairam College of Engineering-Anekal, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110207,110207
"Sri Sairam College of Engineering-Anekal, Bengaluru","Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,99579,99579
"Sri Sairam College of Engineering-Anekal, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,109678,109678
"Sri Sairam College of Engineering-Anekal, Bengaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,91576,91576
"Sri Siddhartha School of Engineering-Near Kyathsandra Toll Gate, Tumkur","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,108674,108674
"Sri Siddhartha School of Engineering-Near Kyathsandra Toll Gate, Tumkur","Civil Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,82591,82591
"Sri Siddhartha School of Engineering-Near Kyathsandra Toll Gate, Tumkur","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,108674,108674
