"SNo","Section","Name_Description","Code","Category","ExamType","Round","Date","URL_Link","Status","Year"
"556","Cutoff Rank","Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru | Computer Science & Engineering (Artificial Intelligence & Machine Learning)","E039-CI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 69830","2025"
"557","Cutoff Rank","JSS Academy of Technical Education-Kengeri Main Road, Bengaluru | Computer Science & Engineering (Artificial Intelligence & Machine Learning)","E060-CI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 90991","2025"
"558","Cutoff Rank","JSS Science and Technology University-Mysuru | Computer Science & Engineering (Artificial Intelligence & Machine Learning)","E061-CI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 24850","2025"
"559","Cutoff Rank","KLS Gogte Institute of Technology-Udyambag, Belagavi | Computer Science & Engineering (Artificial Intelligence & Machine Learning)","E073-CI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 100293","2025"
"560","Cutoff Rank","M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru | Computer Science & Engineering (Artificial Intelligence & Machine Learning)","E077-CI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 11499","2025"
"561","Cutoff Rank","The National Institute of Engineering North Campus-Koorgalli, Mysuru | Computer Science & Engineering (Artificial Intelligence & Machine Learning)","E085-CI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 28773","2025"
"562","Cutoff Rank","R V College of Engineering-Mysore Road, Bengaluru | Computer Science & Engineering (Artificial Intelligence & Machine Learning)","E095-CI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 2388","2025"
"563","Cutoff Rank","RNS Institute of Technology-R R Nagar Post, Bengaluru | Computer Science & Engineering (Artificial Intelligence & Machine Learning)","E104-CI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 58192","2025"
"564","Cutoff Rank","Siddaganga Institute of Technology-B H Road, Tumakuru | Computer Science & Engineering (Artificial Intelligence & Machine Learning)","E125-CI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 27263","2025"
"565","Cutoff Rank","Vidyavardhaka College of Engineering-Gokulam, Mysuru | Computer Science & Engineering (Artificial Intelligence & Machine Learning)","E147-CI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 95881","2025"
"566","Cutoff Rank","Reva University-Yelahanka, Bengaluru | Computer Science & Engineering (Artificial Intelligence & Machine Learning)","E164-CI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 94404","2025"
"567","Cutoff Rank","Reva University-Yelahanka, Bengaluru | Computer Science & Information Technology","E164-CIT","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 110659","2025"
"568","Cutoff Rank","CMR University-Bagalur-Chagalatti, Bengaluru | Computer Science & Engineering (Artificial Intelligence & Machine Learning)","E187-CI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 92917","2025"
"569","Cutoff Rank","R V Institute of Technology and Management-J P Nagar, Bengaluru | Computer Science & Engineering (Artificial Intelligence & Machine Learning)","E198-CI","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 33761","2025"
"570","Cutoff Rank","Acharya Institute of Technology-Soladevanahalli, Bengaluru | Computer Science & Engineering","E001-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 95420","2025"
"571","Cutoff Rank","AMC Engineering College-Bannerghatta Rd, Bengaluru | Computer Science & Engineering","E007-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 108388","2025"
"572","Cutoff Rank","Atria Institute of Technology-Hebbal, Bengaluru | Computer Science & Engineering","E012-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 71316","2025"
"573","Cutoff Rank","B.N.M. Institute of Technology-Banashankari, Bengaluru | Computer Science & Engineering","E015-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 52860","2025"
"574","Cutoff Rank","KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi | Computer Science & Engineering","E016-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 41231","2025"
"575","Cutoff Rank","Bangalore Institute of Technology-V V Puram, Bengaluru | Computer Science & Engineering","E019-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 28602","2025"
"576","Cutoff Rank","Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere | Computer Science & Engineering","E021-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 109579","2025"
"577","Cutoff Rank","Basaveshwar Engineering College-Vidya Nagar, Bagalkote | Computer Science & Engineering","E024-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 93452","2025"
"578","Cutoff Rank","BMS College of Engineering-Basavanagudi, Bengaluru | Computer Science & Engineering","E027-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 14570","2025"
"579","Cutoff Rank","BMS College of Engineering-Basavanagudi, Bengaluru | Civil Engineering","E027-CV","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 66307","2025"
"580","Cutoff Rank","BMS Institute of Technology and Management-Yelahanka, Bengaluru | Computer Science & Engineering","E028-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 40297","2025"
"581","Cutoff Rank","C.M.R. Institute of Technology-Brookefield, Bengaluru | Computer Science & Engineering","E032-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 45058","2025"
"582","Cutoff Rank","Cambridge Institute of Technology-K R Puram, Bengaluru | Computer Science & Engineering","E033-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 106519","2025"
"583","Cutoff Rank","Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru | Computer Science & Engineering","E039-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 65823","2025"
"584","Cutoff Rank","Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru | Computer Science & Engineering (Cyber Security)","E039-CY","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 73702","2025"
"585","Cutoff Rank","Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru | Computer Science & Engineering","E040-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 18974","2025"
"586","Cutoff Rank","Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru | Civil Engineering","E040-CV","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 84969","2025"
"587","Cutoff Rank","Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru | Computer Science & Engineering (Cyber Security)","E040-CY","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 21259","2025"
"588","Cutoff Rank","Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru | Computer Science & Engineering","E042-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 74549","2025"
"589","Cutoff Rank","Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru | Computer Science & Engineering","E050-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 107333","2025"
"590","Cutoff Rank","GSSS Institute of Engineering and Technology for Women-Metagalli, Mysuru | Computer Science & Engineering","E055-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 92793","2025"
"591","Cutoff Rank","H.K.E.Societys P.D.A. College of Engineering-Aiwan E Shahi area, Kalaburgi | Computer Science & Engineering","E056-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 67538","2025"
"592","Cutoff Rank","Sri Jayachamarajendra College of Engineering constituent college of JSS Science and Technology University-Manasagangothri, Mysuru | Computer Science & Engineering","E058-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 10939","2025"
"593","Cutoff Rank","JSS Academy of Technical Education-Kengeri Main Road, Bengaluru | Computer Science & Engineering","E060-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 88206","2025"
"594","Cutoff Rank","JSS Science and Technology University-Mysuru | Computer Science & Engineering","E061-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 21598","2025"
"595","Cutoff Rank","KLS Gogte Institute of Technology-Udyambag, Belagavi | Computer Science & Engineering","E073-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 86446","2025"
"596","Cutoff Rank","M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru | Computer Science & Engineering","E077-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 6671","2025"
"597","Cutoff Rank","M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru | Civil Engineering","E077-CV","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 83820","2025"
"598","Cutoff Rank","M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru | Computer Science & Engineering (Cyber Security)","E077-CY","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 16304","2025"
"599","Cutoff Rank","The National Institute of Engineering North Campus-Koorgalli, Mysuru | Computer Science & Engineering","E085-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 36455","2025"
"600","Cutoff Rank","R V College of Engineering-Mysore Road, Bengaluru | Computer Science & Engineering","E095-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 1133","2025"
"601","Cutoff Rank","R V College of Engineering-Mysore Road, Bengaluru | Civil Engineering","E095-CV","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 77467","2025"
"602","Cutoff Rank","R V College of Engineering-Mysore Road, Bengaluru | Computer Science & Engineering (Cyber Security)","E095-CY","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 3338","2025"
"603","Cutoff Rank","RNS Institute of Technology-R R Nagar Post, Bengaluru | Computer Science & Engineering","E104-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 52821","2025"
"604","Cutoff Rank","RNS Institute of Technology-R R Nagar Post, Bengaluru | Computer Science & Engineering (Cyber Security)","E104-CY","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 69057","2025"
"605","Cutoff Rank","SJB Institute of Technology-Kengeri, Bengaluru | Computer Science & Engineering","E107-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 85620","2025"
"606","Cutoff Rank","SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad | Computer Science & Engineering","E117-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 56441","2025"
"607","Cutoff Rank","Siddaganga Institute of Technology-B H Road, Tumakuru | Computer Science & Engineering","E125-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 32955","2025"
"608","Cutoff Rank","Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru | Computer Science & Engineering","E126-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 63836","2025"
"609","Cutoff Rank","Vidyavardhaka College of Engineering-Gokulam, Mysuru | Computer Science & Engineering","E147-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 103167","2025"
"610","Cutoff Rank","Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru | Computer Science & Engineering (Block Chain)","E165-CSB","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 63261","2025"
"611","Cutoff Rank","GITAM Deemed to be University-Dodaballapur taluk, Bengaluru | Computer Science & Engineering","E171-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 58837","2025"
"612","Cutoff Rank","Presidency University-Yelahanka, Bengaluru | Computer Science & Engineering","E173-CS","KKR","Engineering","Round 2","","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","Rank: 104355","2025"
